source_model,member_id,scenario,scenario_label,unit_type,unit_id,unit_name,objectid,iso3,country_standard,region_wb,income_grp,income_group3,region_code,region_name,pm25_base_ugm3,pm25_future_ugm3,delta_pm25_ugm3,pm25_obs_2020_ugm3,pm25_proj2050_ugm3,pm25_change_factor,pm25_model_hist_1995_2014_ugm3,pm25_model_present_ugm3,pm25_model_future_ugm3,delta_pm25_hist_future_ugm3,delta_pm25_present_future_ugm3,delta_x,delta_x_naive_hist,delta_pi_pp,delta_pi_prop,delta_pi_pp_ci_low,delta_pi_pp_ci_high,pi_change_pp,pi_reduction_pp,pi_change_pp_ci_low,pi_change_pp_ci_high,PI2020_pct,PI2050_pct,PI2020_prop,PI2050_prop,PI2050_pct_ci_low,PI2050_pct_ci_high,PI2050_prop_ci_low,PI2050_prop_ci_high,PI2050_pct_naive_linear,PI2050_prop_naive_linear,PI0_2020_pct,PI0_2020_prop,PI1_2020_pct,PI1_2020_prop,PI2_2020_pct,PI2_2020_prop,delta_pi_pp_PI0,delta_pi_pp_ci_low_PI0,delta_pi_pp_ci_high_PI0,delta_pi_pp_PI1,delta_pi_pp_ci_low_PI1,delta_pi_pp_ci_high_PI1,delta_pi_pp_PI2,delta_pi_pp_ci_low_PI2,delta_pi_pp_ci_high_PI2,pproj_bounded_PI0,pproj_bounded_beta_low_PI0,pproj_bounded_beta_high_PI0,pproj_bounded_ci_low_PI0,pproj_bounded_ci_high_PI0,pproj_bounded_PI1,pproj_bounded_beta_low_PI1,pproj_bounded_beta_high_PI1,pproj_bounded_ci_low_PI1,pproj_bounded_ci_high_PI1,pproj_bounded_PI2,pproj_bounded_beta_low_PI2,pproj_bounded_beta_high_PI2,pproj_bounded_ci_low_PI2,pproj_bounded_ci_high_PI2,PI2050_pct_PI0,PI2050_pct_PI1,PI2050_pct_PI2,pi_reduction_pp_PI0,pi_reduction_pp_ci_low_PI0,pi_reduction_pp_ci_high_PI0,pi_reduction_pp_PI1,pi_reduction_pp_ci_low_PI1,pi_reduction_pp_ci_high_PI1,pi_reduction_pp_PI2,pi_reduction_pp_ci_low_PI2,pi_reduction_pp_ci_high_PI2,pproj_lin_PI0,pproj_lin_clamped_PI0,pproj_lin_PI1,pproj_lin_clamped_PI1,pproj_lin_PI2,pproj_lin_clamped_PI2,inadmissible_naive_linear_PI0,inadmissible_naive_linear_PI1,inadmissible_naive_linear_PI2,pi0_prop,pi_proj_prop,pi_proj_prop_naive_linear,paf_2020,paf_2050,delta_paf,paf0_formula,paf_proj,paf_2050_naive_linear,delta_paf_naive_linear,deathtotal_2022,deathtotal_2050,employment,gdp_ppp,pop_est,gdp_total,delta_deaths_2050,avoidable_deaths_2050,avoidable_deaths_2050_ci_low,avoidable_deaths_2050_ci_high,delta_deaths_2050_naive_linear,avoidable_deaths_2050_naive_linear,net_deaths_benefit,avoidable_deaths,deaths_per_100k,delta_costs_2050,saved_costs_2050,saved_costs_2050_ci_low,saved_costs_2050_ci_high,delta_costs_2050_naive_linear,saved_costs_2050_naive_linear,net_saved_costs,saved_costs,costs_per_capita,costs_share_gdp,costs_share_gdp_naive_linear,prevalence_below_zero,prevalence_above_one,inadmissible_naive_linear,prevalence_below_zero_PI0,prevalence_below_zero_PI1,prevalence_below_zero_PI2,prevalence_above_one_PI0,prevalence_above_one_PI1,prevalence_above_one_PI2,invalid_pm,invalid_pm_naive_hist,valid_for_burden,baseline_window,present_window,future_window,country_weight_basis,pi_change_display,dpi_pp,dpi_pp_ci_low,dpi_pp_ci_high
GFDL-ESM4,r1i1p1f1,RCP26,SSP1-2.6,country,MUS,Mauritius,203,MUS,Mauritius,Sub-Saharan Africa,3. Upper middle income,Middle income,EAF,Eastern Africa,8,8.068867675952484,0.06886767595248422,8,8.068867675952484,1.0086084594940603,8.387617908263397,8.380475828879451,8.452618815593313,0.06500090732991559,0.0721429867138621,0.08993391897542238,0.08099609673377403,0.22135903133799384,0.00221359031337993,0.11914929790083724,0.32356876477515045,-0.22184164086074265,-0.22184164086074265,-0.3245989076594735,-0.11928926257023796,29.479999542236328,29.701841183097073,0.2947999954223633,0.2970184118309707,29.59928880480657,29.804598449895803,0.29599288804806567,0.298045984498958,29.70135857357432,0.2970135857357432,29.479999542236328,0.2947999954223633,24.860000610351563,0.24860000610351565,33.939998626708984,0.33939998626708984,0.22135903133799384,0.11914929790083724,0.32356876477515045,0.15621305884625328,0.06864470411785226,0.24378141357465433,0.2824872059995074,0.16096862778211676,0.404005784216898,0.2970184118309707,0.29599288804806567,0.298045984498958,0.29599288804806567,0.298045984498958,0.2501654186539101,0.2492870871291215,0.25104580997383974,0.2492870871291215,0.25104580997383974,0.34223054840320877,0.3410115237559303,0.3434516595973232,0.3410115237559303,0.3434516595973232,29.701841183097073,25.016541865391012,34.22305484032088,-0.22184164086074265,-0.3245989076594735,-0.11928926257023796,-0.1565412550394496,-0.24458038703241147,-0.06870810256059123,-0.28305621361189304,-0.4051673330233374,-0.16115374888404643,0.2970135857357432,0.2970135857357432,0.2501621366919782,0.2501621366919782,0.34222485832708494,0.34222485832708494,FALSE,FALSE,FALSE,0.2947999954223633,0.2970184118309707,0.2970135857357432,0.07625001738127439,0.0767797550583733,5.297376770989071e-4,0.07625001738127439,0.0767797550583733,0.07677860329013247,5.285859088580841e-4,12038.00002288818,15838.99996948242,0.535811,55835.059,1356388,40579112420.93681,8.390515051403277,-8.390515051403277,-12.273749629973285,-4.512965903531781,8.372272194272032,-8.372272194272032,-8.390515051403277,-8.390515051403277,-0.6185925451569372,62754.84108169197,-62754.84108169197,-91798.56096874888,-33753.64400733249,62618.39801554719,-62618.39801554719,-62754.84108169197,-62754.84108169197,-0.04626614293380063,-1.5464813628923428e-4,-1.5431189663783578e-4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1995-2014,2015-2024,2040-2059,area_fallback,-0.22184164086074265,-0.22184164086074265,NA,NA
GFDL-ESM4,r1i1p1f1,RCP26,SSP1-2.6,country,GMB,Gambia,161,GMB,Gambia,Sub-Saharan Africa,5. Low income,Low income,WAF,West Africa,38.70000076293945,39.91557072392468,1.2155699609852275,38.70000076293945,39.91557072392468,1.0314100758920215,41.386466773957736,43.21841064417617,44.575904202442295,3.1894374284845597,1.3574935582661285,0.324486553183429,0.778925302527251,0.7986756266511394,0.00798675626651139,0.4298972560134302,1.167453997288849,-0.8097316354973544,-0.8097316354973544,-1.1910719930779052,-0.4331009001582842,21.1200008392334,21.929732474730752,0.211200008392334,0.2192973247473075,21.55310173939168,22.311072832311304,0.21553101739391684,0.22311072832311304,21.91867646588454,0.2191867646588454,21.1200008392334,0.211200008392334,16.950000762939453,0.16950000762939454,25.059999465942383,0.25059999465942384,0.7986756266511394,0.4298972560134302,1.167453997288849,0.5636253552023398,0.24767388864245368,0.879576821762226,1.0192294613364692,0.5807837109151187,1.4576752117578198,0.2192973247473075,0.21553101739391684,0.22311072832311304,0.21553101739391684,0.22311072832311304,0.175211071769547,0.171991168104399,0.17847826270414674,0.171991168104399,0.17847826270414674,0.2609295697054756,0.2564525049955615,0.26545688964857805,0.2564525049955615,0.26545688964857805,21.929732474730752,17.5211071769547,26.09295697054756,-0.8097316354973544,-1.1910719930779052,-0.4331009001582842,-0.5711064140152461,-0.8978255074752195,-0.24911604750044447,-1.032957504605175,-1.4856894989154212,-0.5852510336137651,0.2191867646588454,0.2191867646588454,0.17513626118141795,0.17513626118141795,0.2607922892727885,0.2607922892727885,FALSE,FALSE,FALSE,0.211200008392334,0.2192973247473075,0.2191867646588454,0.05583419147177638,0.05785101079678085,0.00201681932500447,0.05583419147177638,0.05785101079678085,0.05782353133332827,0.00198933986155189,12311.00002288818,24987,0.7066450000000001,10866.208,2051363,15751496547.693598,50.394264473886714,-50.394264473886714,-74.05277600620514,-26.981171443349933,49.707635120597125,-49.707635120597125,-50.394264473886714,-50.394264473886714,-2.456623448599137,96738.73942398113,-96738.73942398113,-142154.51453605085,-51794.07896635743,95420.659702366,-95420.659702366,-96738.73942398113,-96738.73942398113,-0.047158274485783906,-6.141558621497842e-4,-6.057878971273869e-4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1995-2014,2015-2024,2040-2059,LandScan2010_point_weight,-0.8097316354973544,-0.8097316354973544,NA,NA
GFDL-ESM4,r1i1p1f1,RCP26,SSP1-2.6,country,MOZ,Mozambique,119,MOZ,Mozambique,Sub-Saharan Africa,5. Low income,Low income,SAF,Southern Africa (ex RSA),10,10.084799402288962,0.08479940228896155,10,10.084799402288962,1.0084799402288962,10.13540312507951,10.286832992669863,10.37406472159234,0.2386615965128308,0.08723172892247621,0.0885969109647103,0.24419595192777568,0.21806818399681163,0.00218068183996811,0.11737795770373458,0.3187584102898887,-0.22038882429015472,-0.22038882429015472,-0.3237288725171622,-0.11804868085346364,9.25,9.470388824290154,0.0925,0.09470388824290156,9.368048680853464,9.573728872517162,0.09368048680853464,0.09573728872517162,9.468068183996811,0.09468068183996813,9.25,0.0925,7.820000171661377,0.07820000171661377,10.470000267028809,0.10470000267028808,0.21806818399681163,0.11737795770373458,0.3187584102898887,0.15389070801983865,0.06762419349912106,0.24015722254055624,0.2782875929764362,0.15857557800434785,0.3979996079485245,0.09470388824290156,0.09368048680853464,0.09573728872517162,0.09368048680853464,0.09573728872517162,0.07975283280003373,0.07887892516732006,0.08063557496554438,0.07887892516732006,0.08063557496554438,0.10751571588674846,0.10629639586621303,0.10874732072823046,0.10629639586621303,0.10874732072823046,9.470388824290154,7.975283280003373,10.751571588674846,-0.22038882429015472,-0.3237288725171622,-0.11804868085346364,-0.1552831083419956,-0.24355732489306087,-0.06789234507062897,-0.2815713216460375,-0.40473180579423673,-0.15963931959249444,0.09468068183996813,0.09468068183996813,0.07973890879681216,0.07973890879681216,0.10748287860005246,0.10748287860005246,FALSE,FALSE,FALSE,0.0925,0.09470388824290156,0.09468068183996813,0.02524612535334828,0.02583209670809005,5.859713547417718e-4,0.02524612535334828,0.02583209670809005,0.02582593024350134,5.798048901530656e-4,145401.9997558594,299805,0.761135,3517.0637,26573706,71136755435.7828,175.6771420083569,-175.6771420083569,-257.9792189373804,-94.12566946774209,173.82840509233984,-173.82840509233984,-175.6771420083569,-175.6771420083569,-0.6610938722975143,117570.18278430728,-117570.18278430728,-172650.03049501916,-62992.66960690481,116332.93396154416,-116332.93396154416,-117570.18278430728,-117570.18278430728,-0.0044243050925718555,-1.652734680743786e-4,-1.635342141328912e-4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1995-2014,2015-2024,2040-2059,LandScan2010_point_weight,-0.22038882429015472,-0.22038882429015472,NA,NA
GFDL-ESM4,r1i1p1f1,RCP26,SSP1-2.6,country,NAM,Namibia,34,NAM,Namibia,Sub-Saharan Africa,3. Upper middle income,Middle income,SAF,Southern Africa (ex RSA),12.5,13.446349612675284,0.9463496126752844,12.5,13.446349612675284,1.0757079690140228,7.365831186485663,8.057043827421863,8.66702625185294,1.3011950653672757,0.6099824244310768,0.7657001675010843,1.706783468465749,1.884657638679129,0.01884657638679129,1.0144408072024549,2.754874470155803,-1.9278243533612736,-1.9278243533612736,-2.8465230041421155,-1.0270208657813251,26.209999084472656,28.13782343783393,0.26209999084472657,0.2813782343783393,27.23701995025398,29.056522088614773,0.2723701995025398,0.2905652208861477,28.094656723151783,0.28094656723151784,26.209999084472656,0.26209999084472657,21.649999618530273,0.21649999618530277,30.1299991607666,0.301299991607666,1.884657638679129,1.0144408072024549,2.754874470155803,1.3300028141453637,0.5844431338021204,2.075562494488606,2.4051048082297832,1.3704918751385662,3.4397177413210005,0.2813782343783393,0.2723701995025398,0.2905652208861477,0.2723701995025398,0.2905652208861477,0.23009526145721693,0.2224014885445646,0.23797373887807413,0.2224014885445646,0.23797373887807413,0.32588234766044966,0.31517954829772815,0.336769862119796,0.31517954829772815,0.336769862119796,28.13782343783393,23.009526145721697,32.58823476604496,-1.9278243533612736,-2.8465230041421155,-1.0270208657813251,-1.359526527191418,-2.1473742692771385,-0.5901492359261851,-2.4582356052783636,-3.546987051212996,-1.3879556690062134,0.28094656723151784,0.28094656723151784,0.2298000243267564,0.2298000243267564,0.3253510396899639,0.3253510396899639,FALSE,FALSE,FALSE,0.26209999084472657,0.2813782343783393,0.28094656723151784,0.06837042859785039,0.07303201239009674,0.00466158379224634,0.06837042859785039,0.07303201239009674,0.07292814357877801,0.00455771498092762,18032,31142,0.492029,33521.59,2484780,40982953508.414,145.1710424581358,-145.1710424581358,-213.84194317359248,-77.51904062172832,141.93635993604798,-141.93635993604798,-145.1710424581358,-145.1710424581358,-5.842410292184249,598598.0734541664,-598598.0734541664,-881755.5694299144,-319641.90369138797,585260.1880662041,-585260.1880662041,-598598.0734541664,-598598.0734541664,-0.24090586428342406,-0.00146060257304606,-0.00142805761411521,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1995-2014,2015-2024,2040-2059,LandScan2010_point_weight,-1.9278243533612736,-1.9278243533612736,NA,NA
GFDL-ESM4,r1i1p1f1,RCP26,SSP1-2.6,country,AGO,Angola,99,AGO,Angola,Sub-Saharan Africa,3. Upper middle income,Middle income,SAF,Southern Africa (ex RSA),18.100000381469727,18.430458027390692,0.3304576459209656,18.100000381469727,18.430458027390692,1.0182573281191352,10.621808741212556,11.86107541416642,12.077626959848663,1.4558182186361075,0.2165515456822432,0.18982929562792647,1.3476568171901055,0.4672367164523881,0.00467236716452388,0.2514960712571537,0.6829773616476226,-0.4721578842677876,-0.4721578842677876,-0.6935022458195828,-0.2529204765671256,17.510000228881836,17.982158113149623,0.17510000228881836,0.17982158113149624,17.762920705448963,18.20350247470142,0.17762920705448962,0.1820350247470142,17.977236945334223,0.17977236945334224,17.510000228881836,0.17510000228881836,14.09000015258789,0.1409000015258789,20.6299991607666,0.206299991607666,0.4672367164523881,0.2514960712571537,0.6829773616476226,0.3297289306026132,0.14489278327613453,0.514565077929092,0.5962638785199853,0.3397668152148886,0.852760941825082,0.17982158113149624,0.17762920705448962,0.1820350247470142,0.17762920705448962,0.1820350247470142,0.1442296548758387,0.1423551668756585,0.14612462013678928,0.1423551668756585,0.14612462013678928,0.2123264179850639,0.20971836999138888,0.21495807755339255,0.20971836999138888,0.21495807755339255,17.982158113149623,14.42296548758387,21.232641798506393,-0.4721578842677876,-0.6935022458195828,-0.2529204765671256,-0.3329653349959799,-0.5224618610910392,-0.14551653497796024,-0.6026426377397892,-0.8658085945726562,-0.3418378383722859,0.17977236945334224,0.17977236945334224,0.14419729083190502,0.14419729083190502,0.21226263039286583,0.21226263039286583,FALSE,FALSE,FALSE,0.17510000228881836,0.17982158113149624,0.17977236945334224,0.04673659865219717,0.0479364408712588,0.00119984221906162,0.04673659865219717,0.0479364408712588,0.04792395083241728,0.0011873521802201,152208.0001220703,343217.9995269775,0.6450549999999999,20737.809,29310273,392084324568.0243,411.807446174342,-411.807446174342,-604.5032482277295,-220.72159865155743,407.5206400291398,-407.5206400291398,-411.807446174342,-411.807446174342,-1.4049935535378397,1377189.8711532808,-1377189.8711532808,-2021614.126389629,-738149.7173778496,1362853.690354183,-1362853.690354183,-1377189.8711532808,-1377189.8711532808,-0.04698659310178656,-3.5124838838446e-4,-3.4759198594733307e-4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1995-2014,2015-2024,2040-2059,LandScan2010_point_weight,-0.4721578842677876,-0.4721578842677876,NA,NA
GFDL-ESM4,r1i1p1f1,RCP26,SSP1-2.6,country,ZMB,Zambia,79,ZMB,Zambia,Sub-Saharan Africa,4. Lower middle income,Middle income,SAF,Southern Africa (ex RSA),17.600000381469727,20.61269452116319,3.012694139693462,17.600000381469727,20.61269452116319,1.1711757996815384,8.662327445938574,9.376500063511832,10.981529960097465,2.3192025141588903,1.6050298965856311,1.6578313197562984,2.489044956506825,4.080506434544805,0.04080506434544805,2.1963841900514,5.96462867903821,-4.5858665194254105,-4.5858665194254105,-7.057534377537336,-2.34061457510861,14.239999771118164,18.825866290543576,0.14239999771118164,0.18825866290543575,16.580614346226774,21.2975341486555,0.16580614346226774,0.212975341486555,18.32050620566297,0.1832050620566297,14.239999771118164,0.14239999771118164,9.81999969482422,0.0981999969482422,18.049999237060547,0.18049999237060543,4.080506434544805,2.1963841900514,5.96462867903821,2.8796132144650164,1.265388428731543,4.49383800019849,5.20733604041448,2.9672768147501234,7.447395266078837,0.18825866290543575,0.16580614346226774,0.212975341486555,0.16580614346226774,0.212975341486555,0.13099211110910114,0.11160045219212222,0.15317231228738326,0.11160045219212222,0.15317231228738326,0.23849911312567168,0.21209166106855373,0.26708000845450097,0.21209166106855373,0.26708000845450097,18.825866290543576,13.099211110910112,23.84991131256717,-4.5858665194254105,-7.057534377537336,-2.34061457510861,-3.2792114160858947,-5.497231533914107,-1.3400455243880032,-5.799912075506622,-8.65800160838955,-3.159166869794827,0.1832050620566297,0.1832050620566297,0.12699612909289237,0.12699612909289237,0.23257335277475027,0.23257335277475027,FALSE,FALSE,FALSE,0.14239999771118164,0.18825866290543575,0.1832050620566297,0.03834318010649756,0.05007295851267372,0.01172977840617616,0.03834318010649756,0.05007295851267372,0.04879439112853508,0.01045121102203752,70133,185495.0000610352,0.68342,11129.423,15972000,121484154299.09354,2175.815246169577,-2175.815246169577,-3326.6556106546677,-1117.2023859352807,1938.6473891707428,-1938.6473891707428,-2175.815246169577,-2175.815246169577,-13.62268498728761,4137350.912408983,-4137350.912408983,-6325694.081904534,-2124379.9623759873,3686372.0660774065,-3686372.0660774065,-4137350.912408983,-4137350.912408983,-0.2590377480847097,-0.0034056712468219,-0.00303444682752745,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1995-2014,2015-2024,2040-2059,LandScan2010_point_weight,-4.5858665194254105,-4.5858665194254105,NA,NA
GFDL-ESM4,r1i1p1f1,RCP45,SSP2-4.5,country,CHN,China,9,CHN,China,East Asia & Pacific,3. Upper middle income,Middle income,CHN,"China, Hong Kong and Macao",34.29999923706055,22.67332128290362,-11.626677954156929,34.29999923706055,22.67332128290362,0.6610297897151407,48.439988127171574,47.45676114183561,31.37033283814925,-17.069655289022325,-16.08642830368635,-4.343254554215685,-4.558411727358454,-10.690278283527883,-0.10690278283527883,-15.626379092805632,-5.75417747425014,8.987323060223448,8.987323060223448,5.256604096629516,12.052054637728723,23.290000915527344,14.302677855303894,0.23290000915527345,0.14302677855303894,11.23794627779862,18.033396818897828,0.1123794627779862,0.18033396818897823,12.599722631999455,0.12599722631999458,23.290000915527344,0.23290000915527345,27.059999465942383,0.2705999946594238,19.31999969482422,0.1931999969482422,-10.690278283527883,-15.626379092805632,-5.75417747425014,-7.544128922563344,-11.773141288667857,-3.3151165564588334,-13.64239274728284,-19.510991872922332,-7.773793621643346,0.14302677855303894,0.18033396818897823,0.1123794627779862,0.1123794627779862,0.18033396818897823,0.20200619327693872,0.23875081526108455,0.16965636765408876,0.16965636765408876,0.23875081526108455,0.09074513880259412,0.12696395721632622,0.06409980891251761,0.06409980891251761,0.12696395721632622,14.302677855303894,20.20061932769387,9.074513880259412,8.987323060223448,5.256604096629516,12.052054637728723,6.8593801382485085,3.184917939833926,10.094362700533503,10.245485814564804,6.623603973191597,12.91001880357246,0.12599722631999458,0.12599722631999458,0.1951587054337904,0.1951587054337904,0.0567760694754138,0.0567760694754138,FALSE,FALSE,FALSE,0.23290000915527345,0.14302677855303894,0.12599722631999458,0.06121974067748128,0.03850545102224665,-0.02271428965523463,0.06121974067748128,0.03850545102224665,0.03407701282246603,-0.02714272785501524,10880026.0078125,17489243.03149414,0.673929,41490.23,1379302771,38567331967646.23,-397255.7320681517,397255.7320681517,230040.8098569948,537154.3073210171,-474705.76399406727,474705.76399406727,397255.7320681517,397255.7320681517,28.801198723043218,-2776963480.5443907,2776963480.5443907,1608069755.6760187,3754905906.786714,-3318367651.3679523,3318367651.3679523,2776963480.5443907,2776963480.5443907,2.013309578527912,0.0072002996807608,0.00860408921766146,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1995-2014,2015-2024,2040-2059,LandScan2010_point_weight,8.987323060223448,8.987323060223448,NA,NA
GFDL-ESM4,r1i1p1f1,RCP45,SSP2-4.5,country,JPN,Japan,175,JPN,Japan,East Asia & Pacific,1. High income: OECD,High income,JPN,Japan,17,12.858096600888484,-4.141903399111516,17,12.858096600888484,0.7563586235816755,11.435189568490896,10.024689954941351,7.582260696152489,-3.8529288723384063,-2.442429258788864,-2.929798748010484,-4.31101909613064,-7.211266008013101,-0.07211266008013101,-10.54097689429732,-3.881555121728883,7.0187972056844075,7.0187972056844075,3.831839022646549,10.087891832198492,43.119998931884766,36.10120172620036,0.4311999893188477,0.3610120172620036,33.03210709968628,39.28815990923822,0.33032107099686275,0.3928815990923822,35.90873292387167,0.35908732923871667,43.119998931884766,0.4311999893188477,38.43000030517578,0.3843000030517578,47.790000915527344,0.4779000091552734,-7.211266008013101,-10.54097689429732,-3.881555121728883,-5.088990110124259,-7.941725306938275,-2.2362549133102436,-9.202653146834574,-13.161392879044197,-5.243913414624956,0.3610120172620036,0.3928815990923822,0.33032107099686275,0.33032107099686275,0.3928815990923822,0.33483163197773463,0.36219561450978016,0.30853493188411957,0.30853493188411957,0.36219561450978016,0.3876302660051276,0.4258937148919244,0.35070452499247007,0.35070452499247007,0.4258937148919244,36.10120172620036,33.483163197773465,38.76302660051276,7.0187972056844075,3.831839022646549,10.087891832198492,4.9468371074023185,2.2104388541977658,7.576507116763826,9.02697431501458,5.200629426334902,12.719548416280336,0.35908732923871667,0.35908732923871667,0.33341010195051524,0.33341010195051524,0.3858734776869277,0.3858734776869277,FALSE,FALSE,FALSE,0.4311999893188477,0.3610120172620036,0.35908732923871667,0.1077292041403734,0.09180355281151582,-0.01592565132885758,0.1077292041403734,0.09180355281151582,0.09135882879337902,-0.01637037534699438,1612680.001937866,1517155.0078125,0.55879,83816.258,126451398,5922438073138.996,-24161.681666252072,24161.681666252072,13084.775113260228,34999.96832017225,-24836.39693746282,24836.39693746282,24161.681666252072,24161.681666252072,19.10748481108297,-282907238.8177072,282907238.8177072,153208607.28885338,409811888.6318024,-290807427.09942716,290807427.09942716,282907238.8177072,282907238.8177072,2.2372804357426492,0.00477687120277074,0.00491026539253105,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1995-2014,2015-2024,2040-2059,LandScan2010_point_weight,7.0187972056844075,7.0187972056844075,NA,NA
GFDL-ESM4,r1i1p1f1,RCP45,SSP2-4.5,country,IDN,Indonesia,1,IDN,Indonesia,East Asia & Pacific,4. Lower middle income,Middle income,IDN,Indonesia and East Timor,19.700000762939453,15.218318046359954,-4.481682716579499,19.700000762939453,15.218318046359954,0.7725034242125185,22.78902274508965,25.21652204491091,19.479849626424137,-3.309173118665515,-5.736672418486774,-2.7081979922021246,-1.6461870389247149,-6.665828544502684,-0.06665828544502685,-9.743690579556093,-3.587966509449276,5.765310753888195,5.765310753888195,3.3220986969166115,7.8628759771911,18.440000534057617,12.674689780169423,0.18440000534057616,0.12674689780169424,10.57712455686652,15.117901837141009,0.10577124556866518,0.15117901837141007,11.774171989554931,0.11774171989554934,18.440000534057617,0.18440000534057616,20.56999969482422,0.20569999694824215,16.239999771118164,0.16239999771118163,-6.665828544502684,-9.743690579556093,-3.587966509449276,-4.704074915703278,-7.341038201165233,-2.067111630241323,-8.50659342800046,-12.165906546930945,-4.847280309069978,0.12674689780169424,0.15117901837141007,0.10577124556866518,0.10577124556866518,0.15117901837141007,0.16260777749667835,0.18579650130089492,0.1418091053256419,0.1418091053256419,0.18579650130089492,0.0939916641064554,0.11953645171069507,0.07345037158205918,0.07345037158205918,0.11953645171069507,12.674689780169423,16.260777749667835,9.399166410645538,5.765310753888195,3.3220986969166115,7.8628759771911,4.3092219451563825,1.9903495647347256,6.389089162260028,6.840833360472624,4.2863546000486545,8.894962612912245,0.11774171989554934,0.11774171989554934,0.15865924779120938,0.15865924779120938,0.07733406343117703,0.07733406343117703,FALSE,FALSE,FALSE,0.18440000534057616,0.12674689780169424,0.11774171989554934,0.04909702388472731,0.03427281881464517,-0.01482420507008214,0.04909702388472731,0.03427281881464517,0.03191550148076504,-0.01718152240396227,1970004.998046875,3327734.999511719,0.634342,27580.803,260580739,4559032464624.025,-49331.02605165142,49331.02605165142,28239.05852426571,67662.67085725878,-57175.55344855998,57175.55344855998,49331.02605165142,49331.02605165142,18.93118664140845,-215769736.23009452,215769736.23009452,123515253.92533444,295950800.3788154,-250081035.6850964,250081035.6850964,215769736.23009452,215769736.23009452,0.8280340943775377,0.00473279666035211,0.0054853971237452,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1995-2014,2015-2024,2040-2059,LandScan2010_point_weight,5.765310753888195,5.765310753888195,NA,NA
GFDL-ESM4,r1i1p1f1,RCP45,SSP2-4.5,country,THA,Thailand,107,THA,Thailand,East Asia & Pacific,3. Upper middle income,Middle income,THA,Thailand,27.399999618530273,19.387381122397407,-8.012618496132866,27.399999618530273,19.387381122397407,0.707568663953045,28.2135321599712,27.90603592642103,19.7454365566834,-8.468095603287795,-8.160599369737634,-3.629419264137233,-3.744398795388135,-8.933278364622707,-0.08933278364622707,-13.058106680183226,-4.808450049062189,7.988681308314175,7.988681308314175,4.538440846900837,11.02872614315716,27.399999618530273,19.4113183102161,0.27399999618530274,0.194113183102161,16.371273475373112,22.861558771629436,0.16371273475373113,0.22861558771629437,18.46672125390757,0.18466721253907567,27.399999618530273,0.27399999618530274,26.6299991607666,0.26629999160766604,28.040000915527344,0.2804000091552734,-8.933278364622707,-13.058106680183226,-4.808450049062189,-6.3042141557440345,-9.838167498385731,-2.7702608131023383,-11.400198267876048,-16.304264206037764,-6.49613232971433,0.194113183102161,0.22861558771629437,0.16371273475373113,0.16371273475373113,0.22861558771629437,0.2081465535002034,0.23952926967947993,0.17990284927994885,0.17990284927994885,0.23952926967947993,0.1813138167176616,0.2202128754245399,0.14798203128214366,0.14798203128214366,0.2202128754245399,19.4113183102161,20.814655350020335,18.13138167176616,7.988681308314175,4.538440846900837,11.02872614315716,5.815343810746265,2.6770721928186108,8.63971423277172,9.90861924376118,6.018713373073351,13.241797787312976,0.18466721253907567,0.18466721253907567,0.2032578500502257,0.2032578500502257,0.16639802647651292,0.16639802647651292,FALSE,FALSE,FALSE,0.27399999618530274,0.194113183102161,0.18466721253907567,0.07125343544096112,0.05154986871905015,-0.01970356672191096,0.07125343544096112,0.05154986871905015,0.04916467075395176,-0.02208876468700935,652995,913846.9997558594,0.707293,36892.934,68414135,1785206235689.0137,-18006.04533330773,18006.04533330773,10136.51684719988,25060.459335416977,-20185.751337536673,20185.751337536673,18006.04533330773,18006.04533330773,26.319188766046274,-117462949.75855511,117462949.75855511,66125856.46148989,163482620.4950824,-131682323.9811419,131682323.9811419,117462949.75855511,117462949.75855511,1.716939777994052,0.00657979719151156,0.00737630876190156,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1995-2014,2015-2024,2040-2059,LandScan2010_point_weight,7.988681308314175,7.988681308314175,NA,NA
